VendorID,lpep_pickup_datetime,PULocationID,lpep_dropoff_datetime,DOLocationID,passenger_count,velocity
2,2024-01-01 11:00:49,0,2024-01-01 11:12:08,3,4.0,20.307548041237112
1,2024-01-01 11:56:43,4,2024-01-01 12:00:40,1,1.0,19.556536708860765
2,2024-01-01 11:26:45,4,2024-01-01 11:34:32,12,1.0,23.07524762312634
2,2024-01-01 11:55:37,4,2024-01-01 12:00:22,1,1.0,15.449664
2,2024-01-01 11:53:45,12,2024-01-01 11:58:28,4,1.0,34.59796664310954
2,2024-01-01 11:56:06,4,2024-01-01 11:59:46,5,1.0,26.334654545454548
1,2024-01-01 11:23:30,5,2024-01-01 11:32:10,1,1.0,21.16901076923077
2,2024-01-01 11:36:15,4,2024-01-01 11:44:38,9,1.0,27.06762703777336
2,2024-01-01 11:10:38,1,2024-01-01 11:14:46,4,1.0,16.586584838709676
2,2024-01-01 11:26:11,4,2024-01-01 11:39:04,15,1.0,22.559907166882272
1,2024-01-01 12:57:05,2,2024-01-01 13:05:58,1,0.0,19.5657095684803
2,2024-01-01 12:32:26,1,2024-01-01 12:40:29,11,1.0,16.313309813664596
2,2024-01-01 12:53:30,4,2024-01-01 13:05:39,11,1.0,15.179453827160492
2,2024-01-01 12:50:18,1,2024-01-01 13:00:28,6,1.0,24.029292983606553
1,2024-01-01 12:32:11,4,2024-01-01 12:46:42,13,1.0,18.62473846153846
2,2024-01-01 12:29:49,5,2024-01-01 12:33:11,16,1.0,25.52636316831683
1,2024-01-01 12:11:38,10,2024-01-01 12:19:16,11,1.0,18.97475109170306
1,2024-01-01 12:22:27,1,2024-01-01 12:29:41,4,1.0,18.689109677419353
1,2024-01-01 12:51:27,4,2024-01-01 12:59:08,12,1.0,21.364773969631237
2,2024-01-01 12:43:31,4,2024-01-01 12:50:24,1,1.0,15.711522711864408
2,2024-01-01 12:25:03,4,2024-01-01 12:36:32,9,1.0,19.592371436865022
2,2024-01-01 12:58:51,4,2024-01-01 13:05:17,2,1.0,19.212017409326425
2,2024-01-01 12:32:45,4,2024-01-01 12:39:59,16,1.0,30.303056405529954
2,2024-01-01 11:57:43,4,2024-01-01 12:03:47,5,1.0,21.487341758241758
2,2024-01-01 12:24:17,4,2024-01-01 12:31:46,9,1.0,21.806736213808463
2,2024-01-01 12:35:16,4,2024-01-01 12:47:54,13,3.0,20.101888021108177
2,2024-01-01 12:25:52,4,2024-01-01 12:34:34,16,2.0,25.860428965517244
2,2024-01-01 12:53:12,4,2024-01-01 13:01:07,10,2.0,14.636523789473683
2,2024-01-01 11:59:55,4,2024-01-01 12:05:21,12,1.0,28.25724588957055
2,2024-01-01 12:56:33,4,2024-01-01 13:04:07,5,1.0,20.290445286343612
2,2024-01-01 13:01:11,4,2024-01-01 13:13:51,13,1.0,18.829278000000002
2,2024-01-01 13:03:32,2,2024-01-01 13:11:46,11,1.0,16.653737004048583
2,2024-01-01 13:56:09,4,2024-01-01 13:59:41,5,1.0,27.05513094339623
1,2024-01-01 13:28:37,4,2024-01-01 13:43:04,13,1.0,19.37890380622837
1,2024-01-01 13:32:25,4,2024-01-01 13:46:24,13,1.0,17.26348033373063
2,2024-01-01 13:04:19,4,2024-01-01 13:15:05,3,1.0,16.2329093498452
2,2024-01-01 13:27:35,4,2024-01-01 13:40:27,0,1.0,15.234529430051813
2,2024-01-01 13:47:46,11,2024-01-01 13:58:56,10,1.0,14.181408
2,2024-01-01 13:17:58,2,2024-01-01 13:28:13,4,2.0,16.0148956097561
2,2024-01-01 13:04:45,4,2024-01-01 13:12:53,2,1.0,19.707819344262294
2,2024-01-01 13:26:30,4,2024-01-01 13:34:37,5,1.0,18.439665708418893
2,2024-01-01 13:55:15,4,2024-01-01 14:04:47,9,1.0,21.878020699300702
1,2024-01-01 13:26:40,4,2024-01-01 13:40:40,3,2.0,16.553211428571426
2,2024-01-01 13:39:56,4,2024-01-01 13:48:21,13,1.0,25.239550099009904
2,2024-01-01 13:27:13,4,2024-01-01 13:34:33,16,1.0,26.334654545454548
2,2024-01-01 13:43:13,4,2024-01-01 13:58:59,15,1.0,20.026586131078226
2,2024-01-01 13:26:31,4,2024-01-01 13:37:06,0,1.0,18.430110992125982
2,2024-01-01 13:25:22,4,2024-01-01 13:35:00,9,1.0,22.553034602076124
2,2024-01-01 13:27:53,4,2024-01-01 13:36:03,16,1.0,24.12039379591837
2,2024-01-01 13:44:02,4,2024-01-01 13:51:34,11,1.0,10.638734336283186
2,2024-01-01 13:54:17,1,2024-01-01 13:58:10,4,1.0,17.157083948497853
2,2024-01-01 13:05:26,4,2024-01-01 13:16:33,10,1.0,12.85541757121439
2,2024-01-01 13:20:10,11,2024-01-01 13:32:31,15,1.0,26.114310607287447
2,2024-01-01 13:37:45,4,2024-01-01 13:51:01,9,1.0,17.46821306532663
2,2024-01-01 13:09:25,1,2024-01-01 13:22:56,9,2.0,17.073688483353884
1,2024-01-01 13:25:38,4,2024-01-01 13:29:47,5,1.0,20.940809638554217
2,2024-01-01 13:26:49,11,2024-01-01 13:34:25,10,1.0,17.660388947368418
2,2024-01-01 13:29:22,4,2024-01-01 13:35:30,16,1.0,29.12555543478261
2,2024-01-01 13:44:43,4,2024-01-01 14:01:00,15,1.0,19.80624786079836
2,2024-01-01 14:32:59,4,2024-01-01 14:39:36,12,1.0,29.478892896725437
2,2024-01-01 14:03:41,4,2024-01-01 14:10:57,5,1.0,20.463717798165135
2,2024-01-01 14:12:24,3,2024-01-01 14:18:47,12,1.0,17.395998955613575
1,2024-01-01 14:31:34,4,2024-01-01 14:41:25,1,3.0,14.704629441624368
1,2024-01-01 14:25:25,4,2024-01-01 14:34:22,13,1.0,24.81440446927374
2,2024-01-01 14:28:33,4,2024-01-01 14:36:05,16,1.0,26.9172796460177
1,2024-01-01 14:28:32,4,2024-01-01 14:43:02,13,2.0,15.316477241379308
1,2024-01-01 14:48:44,5,2024-01-01 14:53:46,4,1.0,24.93944105960265
2,2024-01-01 14:29:39,4,2024-01-01 14:36:04,16,1.0,25.130784623376623
2,2024-01-01 14:46:44,5,2024-01-01 14:51:45,16,1.0,16.745690631229238
2,2024-01-01 14:28:02,4,2024-01-01 14:47:01,13,1.0,17.955656470588234
2,2024-01-01 14:05:51,1,2024-01-01 14:11:36,5,1.0,17.96863095652174
2,2024-01-01 14:26:04,4,2024-01-01 14:31:51,11,1.0,18.69988149855908
1,2024-01-01 14:32:09,4,2024-01-01 14:42:30,13,2.0,27.055571014492752
2,2024-01-01 14:28:48,4,2024-01-01 14:38:24,16,1.0,23.33543
2,2024-01-01 14:30:07,4,2024-01-01 14:38:08,16,1.0,28.907895218295213
2,2024-01-01 14:59:42,4,2024-01-01 15:07:10,5,1.0,20.432870357142857
2,2024-01-01 14:26:47,4,2024-01-01 14:32:53,12,1.0,25.802205245901636
2,2024-01-01 14:59:09,4,2024-01-01 15:07:59,13,1.0,27.547042415094335
2,2024-01-01 14:26:15,4,2024-01-01 14:31:50,1,1.0,15.910848000000001
2,2024-01-01 14:13:44,2,2024-01-01 14:18:35,1,1.0,18.913892783505155
2,2024-01-01 14:27:14,4,2024-01-01 14:36:14,11,1.0,20.814130666666667
2,2024-01-01 14:30:06,4,2024-01-01 14:41:16,10,1.0,15.219072
2,2024-01-01 14:12:30,5,2024-01-01 14:19:40,4,1.0,20.61452260465116
2,2024-01-01 14:30:50,4,2024-01-01 14:38:54,16,1.0,22.982971239669418
2,2024-01-01 15:25:49,4,2024-01-01 15:29:58,5,1.0,32.341917108433734
2,2024-01-01 15:41:27,4,2024-01-01 15:48:06,12,1.0,22.07094857142857
2,2024-01-01 15:56:18,4,2024-01-01 16:04:49,16,1.0,19.614421761252444
1,2024-01-01 15:27:34,4,2024-01-01 15:34:32,16,1.0,26.334654545454544
2,2024-01-01 15:43:22,11,2024-01-01 15:50:02,0,1.0,17.6705532
2,2024-01-01 15:11:20,11,2024-01-01 15:20:18,2,1.0,18.95311940520446
2,2024-01-01 15:41:42,4,2024-01-01 15:51:28,11,1.0,18.58705310580205
1,2024-01-01 15:40:00,4,2024-01-01 15:49:28,12,1.0,18.36007605633803
2,2024-01-01 15:37:59,4,2024-01-01 15:48:11,12,1.0,22.15209176470588
2,2024-01-01 15:09:35,5,2024-01-01 15:14:12,16,1.0,19.242361299638993
2,2024-01-01 15:23:10,5,2024-01-01 15:27:31,3,1.0,23.529660689655174
2,2024-01-01 15:34:37,4,2024-01-01 15:46:10,16,1.0,21.569336103896102
2,2024-01-01 15:34:57,4,2024-01-01 15:43:54,16,1.0,22.332964022346367
2,2024-01-01 15:13:05,4,2024-01-01 15:20:07,5,1.0,22.927374597156394
2,2024-01-01 15:50:49,0,2024-01-01 15:53:05,1,1.0,17.466072352941175
1,2024-01-01 15:35:17,4,2024-01-01 15:40:35,1,2.0,16.397049056603773
2,2024-01-01 14:28:42,4,2024-01-01 14:37:00,5,1.0,15.47293156626506
2,2024-01-01 15:41:37,4,2024-01-01 15:55:04,16,1.0,19.455664237918217
2,2024-01-01 15:41:32,4,2024-01-01 15:55:20,13,1.0,22.39081739130435
2,2024-01-01 15:33:26,4,2024-01-01 15:44:32,13,1.0,22.53076
2,2024-01-01 15:25:02,4,2024-01-01 15:34:55,2,1.0,16.41363966273187
2,2024-01-01 15:54:52,4,2024-01-01 16:05:48,9,1.0,17.92844012195122
2,2024-01-01 15:40:06,4,2024-01-01 15:46:48,5,1.0,23.20332
2,2024-01-01 15:28:08,4,2024-01-01 15:39:45,0,1.0,18.619394203730273
2,2024-01-01 15:41:03,4,2024-01-01 15:52:37,10,1.0,14.108392737752162
1,2024-01-01 15:35:28,4,2024-01-01 15:44:06,12,1.0,25.724585328185324
2,2024-01-01 15:54:02,5,2024-01-01 15:57:27,16,1.0,25.435422439024393
2,2024-01-01 15:32:43,1,2024-01-01 15:36:40,5,1.0,13.689575696202535
2,2024-01-01 15:45:15,4,2024-01-01 16:02:31,14,1.0,22.089589575289576
1,2024-01-01 15:43:58,4,2024-01-01 15:48:30,2,1.0,17.040070588235295
2,2024-01-01 15:58:57,10,2024-01-01 16:04:01,2,1.0,16.199277631578948
2,2024-01-01 15:05:50,4,2024-01-01 15:12:13,5,1.0,22.387894308093994
1,2024-01-01 16:27:56,4,2024-01-01 16:35:13,1,0.0,13.257720823798627
1,2024-01-01 16:44:17,4,2024-01-01 16:52:05,16,0.0,23.521123076923075
2,2024-01-01 16:27:34,4,2024-01-01 16:38:51,6,1.0,16.60211308714919
1,2024-01-01 16:13:46,4,2024-01-01 16:31:02,13,2.0,19.573054054054055
2,2024-01-01 16:27:20,5,2024-01-01 16:34:47,16,1.0,16.590243221476513
1,2024-01-01 16:22:49,4,2024-01-01 16:35:46,9,1.0,17.14972355212355
1,2024-01-01 16:27:38,4,2024-01-01 16:35:08,10,3.0,14.162192000000001
2,2024-01-01 16:28:07,4,2024-01-01 16:39:31,12,1.0,18.97327157894737
2,2024-01-01 16:16:16,5,2024-01-01 16:23:54,1,1.0,16.31828593886463
2,2024-01-01 16:30:56,4,2024-01-01 16:42:19,13,1.0,24.514748696925334
1,2024-01-01 16:07:04,4,2024-01-01 16:15:28,13,2.0,24.140099999999997
1,2024-01-01 16:30:30,4,2024-01-01 16:37:07,16,1.0,27.72767153652393
2,2024-01-01 14:29:28,4,2024-01-01 14:38:11,1,1.0,11.853112198852774
2,2024-01-01 14:52:34,4,2024-01-02 14:02:44,12,1.0,0.1291948284378372
2,2024-01-01 16:30:07,1,2024-01-01 16:42:54,12,1.0,17.675463050847455
2,2024-01-01 16:56:54,4,2024-01-01 17:07:47,16,1.0,19.69654713629403
2,2024-01-01 16:15:34,4,2024-01-01 16:25:46,16,1.0,22.62542705882353
2,2024-01-01 16:51:05,4,2024-01-01 16:58:49,16,1.0,26.595730862068965
2,2024-01-01 16:27:56,4,2024-01-01 16:35:05,12,1.0,25.11920895104895
2,2024-01-01 16:33:04,4,2024-01-01 16:42:06,0,1.0,16.56848191881919
2,2024-01-01 16:28:08,4,2024-01-01 16:38:35,9,1.0,17.186827177033493
2,2024-01-01 16:28:47,4,2024-01-01 16:41:57,9,1.0,16.42749083544304
2,2024-01-01 16:07:04,4,2024-01-01 16:12:18,5,1.0,24.724382675159234
2,2024-01-01 16:13:36,5,2024-01-01 16:22:50,0,2.0,17.88284664259928
1,2024-01-01 16:32:03,5,2024-01-01 16:34:34,4,1.0,30.694696688741725
1,2024-01-01 16:40:33,4,2024-01-01 16:49:39,12,1.0,25.466479120879118
2,2024-01-01 16:11:57,2,2024-01-01 16:24:14,3,1.0,19.652727272727272
2,2024-01-01 16:31:13,4,2024-01-01 16:42:14,10,1.0,14.111550136157339
2,2024-01-01 16:11:11,4,2024-01-01 16:26:10,14,1.0,25.004739844271413
2,2024-01-01 16:19:36,1,2024-01-01 16:22:59,5,1.0,19.407213399014775
2,2024-01-01 16:42:00,1,2024-01-01 16:44:20,4,1.0,18.20853257142857
2,2024-01-01 16:29:28,4,2024-01-01 16:45:49,13,1.0,18.189971376146786
2,2024-01-01 15:18:57,5,2024-01-01 15:23:10,9,1.0,22.44170561264822
2,2024-01-01 17:34:36,4,2024-01-01 17:42:30,11,1.0,17.845339746835446
1,2024-01-01 17:28:50,4,2024-01-01 17:36:49,12,0.0,21.771447181628393
2,2024-01-01 17:35:50,4,2024-01-01 17:46:48,16,1.0,20.163220303951366
1,2024-01-01 17:37:36,4,2024-01-01 17:46:21,12,1.0,23.174495999999998
2,2024-01-01 17:24:23,11,2024-01-01 17:29:25,10,1.0,23.212864370860927
1,2024-01-01 17:28:42,4,2024-01-01 17:40:10,11,1.0,16.841930232558138
1,2024-01-01 17:57:21,3,2024-01-01 17:58:21,5,2.0,193.1208
2,2024-01-01 17:26:58,4,2024-01-01 17:35:00,1,1.0,16.70775385892116
2,2024-01-01 17:39:08,6,2024-01-01 17:44:07,2,1.0,10.46340120401338
2,2024-01-01 17:31:56,4,2024-01-01 17:38:51,12,1.0,26.94384173493976
2,2024-01-01 17:45:10,5,2024-01-01 17:52:55,12,1.0,15.948040258064514
2,2024-01-01 17:11:20,5,2024-01-01 17:21:31,1,1.0,19.4385093289689
2,2024-01-01 17:25:24,5,2024-01-01 17:29:38,4,1.0,30.564788031496064
2,2024-01-01 17:37:13,4,2024-01-01 17:48:23,16,1.0,23.606855999999997
2,2024-01-01 17:27:58,4,2024-01-01 17:39:30,9,1.0,17.832975606936415
2,2024-01-01 17:34:13,4,2024-01-01 17:44:15,9,1.0,21.750149900332225
2,2024-01-01 17:34:42,4,2024-01-01 17:44:05,12,1.0,23.359727317939612
2,2024-01-01 17:32:12,4,2024-01-01 17:42:04,12,1.0,21.92182054054054
2,2024-01-01 17:35:05,4,2024-01-01 17:43:33,13,1.0,27.82764283464567
2,2024-01-01 17:26:27,4,2024-01-01 17:40:43,6,1.0,14.754790093457945
2,2024-01-01 17:53:41,11,2024-01-01 17:55:09,9,1.0,13.825693636363635
1,2024-01-01 17:33:15,4,2024-01-01 17:40:11,12,1.0,30.639357692307694
1,2024-01-01 17:58:02,4,2024-01-01 18:07:42,13,1.0,24.972517241379308
2,2024-01-01 17:39:45,4,2024-01-01 17:50:39,9,1.0,17.894679633027522
2,2024-01-01 17:36:13,4,2024-01-01 17:53:08,14,1.0,27.74089915270936
1,2024-01-01 17:27:24,4,2024-01-01 17:38:45,2,1.0,15.313543612334803
2,2024-01-01 17:04:05,4,2024-01-01 17:13:23,12,1.0,23.361387096774195
2,2024-01-01 18:34:17,5,2024-01-01 18:44:02,16,1.0,18.915934769230766
1,2024-01-01 18:32:00,4,2024-01-01 18:41:09,16,1.0,18.995488524590165
2,2024-01-01 17:18:27,5,2024-01-01 17:22:57,12,1.0,19.097501333333334
2,2024-01-01 18:34:31,7,2024-01-01 18:47:56,0,1.0,15.473654161490682
2,2024-01-01 18:33:29,5,2024-01-01 18:36:21,1,1.0,26.273411162790698
1,2024-01-01 18:33:31,4,2024-01-01 18:50:21,13,1.0,17.782410297029706
2,2024-01-01 18:31:29,7,2024-01-01 18:43:23,9,1.0,21.665232605042018
2,2024-01-01 17:58:01,4,2024-01-01 18:05:50,5,1.0,21.000342857142858
2,2024-01-01 18:36:03,8,2024-01-01 18:44:00,12,1.0,20.283756981132072
1,2024-01-01 18:56:29,4,2024-01-01 19:08:56,13,3.0,21.716395180722888
2,2024-01-01 14:36:26,4,2024-01-01 14:47:17,13,1.0,17.977143594470043
2,2024-01-01 18:35:12,7,2024-01-01 18:41:12,5,1.0,26.554109999999998
2,2024-01-01 19:04:19,4,2024-01-01 19:12:31,11,1.0,16.250408780487803
2,2024-01-01 18:31:33,8,2024-01-01 18:41:55,3,1.0,24.96288154340836
2,2024-01-01 18:30:22,12,2024-01-01 18:36:05,5,1.0,24.82981714285714
2,2024-01-01 18:33:31,4,2024-01-01 18:41:55,1,2.0,13.564437142857141
2,2024-01-01 18:32:42,4,2024-01-01 18:42:40,16,1.0,20.82991906354515
2,2024-01-01 18:30:21,14,2024-01-01 18:38:46,16,1.0,22.371419405940593
2,2024-01-01 18:31:52,4,2024-01-01 18:42:39,13,1.0,21.93876166924266
1,2024-01-01 18:16:32,5,2024-01-01 18:21:09,1,1.0,33.4649761732852
1,2024-01-01 18:34:05,10,2024-01-01 18:46:10,13,1.0,21.576254896551724
2,2024-01-01 18:30:32,8,2024-01-01 18:38:18,1,1.0,16.162470386266094
2,2024-01-01 18:39:17,4,2024-01-01 18:48:30,12,1.0,22.105870958408676
2,2024-01-01 18:35:48,9,2024-01-01 18:39:58,1,1.0,17.14912704
2,2024-01-01 18:30:18,7,2024-01-01 18:42:53,15,1.0,23.25123274172185
2,2024-01-01 18:44:56,4,2024-01-01 18:55:23,16,1.0,22.268953492822966
2,2024-01-01 18:35:04,3,2024-01-01 18:51:29,15,1.0,17.175007187817258
2,2024-01-01 19:35:49,1,2024-01-01 19:43:35,13,1.0,22.627458540772533
2,2024-01-01 19:23:00,5,2024-01-01 19:37:23,2,1.0,12.41970382387022
1,2024-01-01 19:34:53,4,2024-01-01 19:43:57,5,2.0,17.040070588235295
2,2024-01-01 19:28:50,4,2024-01-01 19:38:31,11,2.0,16.553211428571426
2,2024-01-01 19:26:00,4,2024-01-01 19:39:49,0,1.0,15.934213172496984
2,2024-01-01 19:34:17,4,2024-01-01 19:43:20,9,1.0,19.418776574585635
2,2024-01-01 19:29:51,4,2024-01-01 19:38:33,13,1.0,24.084605517241382
2,2024-01-01 19:25:20,4,2024-01-01 19:37:40,13,1.0,19.964515135135134
2,2024-01-01 19:38:09,4,2024-01-01 19:42:48,5,1.0,22.011618064516128
2,2024-01-01 19:26:29,4,2024-01-01 19:37:16,0,1.0,17.90919319938176
1,2024-01-01 19:25:40,4,2024-01-01 19:39:36,16,1.0,14.55336172248804
2,2024-01-01 20:39:43,11,2024-01-01 20:46:44,3,1.0,25.59653358669834
2,2024-01-01 20:31:22,4,2024-01-01 20:37:46,1,1.0,16.445443125
2,2024-01-01 20:46:14,1,2024-01-01 20:50:58,2,1.0,20.196083661971834
2,2024-01-01 20:28:21,4,2024-01-01 20:38:39,10,1.0,14.905925825242718
1,2024-01-01 20:26:41,4,2024-01-01 20:36:04,16,1.0,20.58125754884547
2,2024-01-01 20:29:26,4,2024-01-01 20:35:50,5,1.0,19.764706874999998
2,2024-01-01 20:57:47,4,2024-01-01 21:06:29,16,1.0,28.74614206896552
2,2024-01-01 21:01:37,5,2024-01-01 21:06:48,13,1.0,30.551586366559487
2,2024-01-01 20:27:56,4,2024-01-01 20:39:39,6,1.0,14.257424637268848
2,2024-01-01 20:33:07,4,2024-01-01 20:44:33,0,1.0,14.948563381924197
